1, 7, 997
3, 11, 998
3, 8, 995
3, 8, 995
7, -5, 996
7, -5, 996
-1, 25, 993
0, 11, 997
0, 11, 997
3, 16, 1003
2, 2, 992
2, 2, 992
2, 9, 995
1, 10, 998
1, 10, 998
0, 10, 994
-,-,-
-263, 250, 751
28, -126, 998
28, -126, 998
11, 58, 989
27, 33, 983
-32, 0, 960
-32, 0, 960
-20, -25, 1027
-5, -4, 993
10, -12, 1002
10, -12, 1002
2, 4, 999
4, 8, 994
4, 8, 994
7, 8, 992
4, 9, 999
4, 9, 999
9, 10, 982
9, 10, 982
4, 8, 1008
5, 7, 988
5, 7, 988
6, 8, 993
6, 8, 993
0, 7, 1011
8, 8, 981
8, 8, 981
4, 7, 1002
4, 7, 1002
6, 8, 991
2, 7, 1002
2, 7, 1002
3, 8, 995
3, 7, 996
3, 7, 996
4, 5, 997
4, 5, 997
9, -5, 994
164, -50, 1001
164, -50, 1001
65, -22, 999
85, -25, 993
68, -55, 999
228, -144, 1059
427, -133, 1038
427, -133, 1038
727, -130, 533
350, 32, 590
349, 25, 1014
330, 179, 1008
193, 33, 1055
193, 33, 1055
-23, -104, 887
-33, -76, 995
168, 340, 1003
720, 740, 1015
-534, -65, 971
-534, -65, 971
-276, -113, 1012
-359, 236, 996
-457, 146, 980
-436, 145, 998
-866, 27, 1006
-747, 61, 1024
-596, 129, 1058
-327, 147, 804
-327, 147, 804
-20, 44, 864
152, 44, 1015
176, -60, 998
285, -67, 994
285, -67, 994
271, -122, 995
197, -48, 1000
13, 3, 991
8, 10, 998
8, 10, 998
8, 8, 998
8, 8, 998
11, 7, 995
-2, 17, 992
-2, 17, 992
4, 30, 1002
-,-,-
-15, 28, 989
52, 12, 678
-89, -20, 1033
97, 80, 971
97, 80, 971
95, 81, 994
51, 51, 1006
51, 51, 1006
-35, -58, 983
-120, -92, 1002
-28, -16, 996
9, 8, 989
9, 8, 989
10, 8, 997
11, 6, 994
11, 6, 994
9, 8, 994
9, 8, 994
10, 8, 994
10, 7, 995
10, 7, 995
10, 7, 991
9, 7, 996
9, 7, 996
10, 7, 995
10, 7, 995
10, 7, 991
10, 8, 998
10, 8, 998
10, 8, 994
10, 7, 992
10, 7, 992
10, 8, 995
9, 8, 993
9, 8, 993
10, 7, 993
10, 7, 993
10, 7, 994
9, 8, 992
9, 8, 992
10, 8, 993
11, 8, 993
11, 8, 993
10, 7, 994
10, 7, 994
11, 8, 993
10, 7, 993
10, 7, 993
10, 8, 994
10, 7, 993
10, 7, 993
9, 8, 994
10, 8, 994
-,-,-
191, 120, 914
-147, -74, 949
-2, -1, 1012
-2, -1, 1012
29, 18, 969
58, 18, 1006
7, -9, 993
7, -9, 993
-91, -25, 991
11, 9, 1002
11, 9, 1002
10, 7, 992
10, 7, 992
10, 7, 992
10, 7, 998
10, 8, 995
10, 8, 995
10, 7, 992
10, 7, 998
10, 7, 998
10, 8, 995
10, 7, 992
10, 7, 992
11, 8, 1000
10, 8, 993
10, 8, 993
10, 7, 994
10, 8, 997
10, 8, 997
10, 7, 992
10, 7, 992
10, 8, 996
10, 8, 996
10, 8, 996
9, 7, 993
9, 7, 996
9, 7, 996
10, 7, 992
-,-,-
28, 0, 981
-13, 13, 995
-13, 13, 995
10, 6, 991
9, 7, 989
9, 7, 989
10, 7, 996
10, 8, 992
10, 8, 992
10, 8, 991
11, 7, 992
11, 7, 992
10, 7, 993
10, 7, 991
10, 7, 991
10, 7, 993
10, 7, 993
10, 7, 993
-,-,-
9, 7, 982
29, 9, 996
42, 15, 995
42, 15, 995
-32, 0, 989
2, 6, 993
2, 6, 993
10, 7, 996
10, 7, 993
10, 7, 993
10, 8, 993
10, 8, 995
10, 7, 995
10, 7, 992
10, 7, 992
10, 7, 993
10, 8, 995
10, 8, 995
11, 7, 992
10, 7, 995
10, 7, 995
10, 8, 993
10, 7, 993
10, 7, 993
9, 8, 996
9, 8, 996
10, 8, 993
-,-,-
-40, -8, 985
11, 6, 992
10, 8, 996
10, 8, 994
10, 8, 994
11, 8, 994
11, 8, 994
10, 8, 995
10, 7, 993
10, 7, 993
9, 8, 993
10, 8, 996
10, 8, 996
10, 7, 993
10, 7, 994
-,-,-
7, 10, 998
7, 10, 998
14, 5, 993
10, 8, 994
10, 8, 994
10, 8, 995
11, 8, 996
11, 8, 996
10, 8, 994
10, 8, 995
10, 8, 995
-,-,-
4, 15, 1013
17, 0, 979
17, 0, 979
10, 8, 994
10, 8, 994
10, 8, 994
10, 7, 995
10, 7, 995
10, 7, 995
9, 7, 995
10, 7, 995
-,-,-
63, 16, 984
63, 16, 984
-39, -2, 999
7, 9, 994
7, 9, 994
9, 8, 997
10, 6, 996
10, 6, 996
11, 6, 996
11, 6, 996
9, 8, 999
-,-,-
-38, 26, 980
10, 8, 996
9, 8, 997
9, 8, 997
10, 7, 995
10, 7, 995
11, 8, 996
10, 7, 998
10, 7, 998
-,-,-
10, 7, 996
10, 6, 995
10, 8, 997
10, 8, 997
11, 7, 997
10, 8, 996
10, 8, 996
10, 7, 996
10, 7, 996
10, 7, 997
11, 8, 996
11, 8, 996
10, 8, 996
9, 8, 996
-,-,-
10, 7, 996
11, 7, 995
9, 9, 998
9, 9, 998
11, 8, 996
10, 7, 995
10, 7, 995
11, 7, 996
11, 7, 996
10, 7, 997
10, 8, 996
10, 8, 996
10, 8, 996
-,-,-
10, 8, 998
10, 7, 994
10, 8, 996
10, 8, 996
10, 8, 997
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
9, 8, 996
10, 7, 996
-,-,-
18, 5, 973
2, 10, 1018
2, 10, 1018
10, 7, 997
11, 7, 996
11, 7, 996
11, 7, 996
11, 7, 995
11, 7, 995
10, 7, 997
10, 8, 996
10, 8, 996
10, 7, 996
-,-,-
12, 7, 997
12, 7, 997
8, 8, 997
10, 7, 994
10, 7, 994
12, 7, 997
10, 8, 997
10, 8, 997
10, 7, 995
10, 7, 996
10, 7, 996
10, 8, 997
10, 8, 997
10, 7, 997
11, 7, 996
11, 7, 996
11, 7, 998
10, 7, 996
10, 7, 996
11, 7, 995
11, 7, 997
11, 7, 997
11, 7, 996
10, 8, 995
10, 8, 995
10, 7, 996
11, 8, 996
11, 8, 996
9, 6, 996
9, 6, 996
12, 8, 995
10, 7, 996
10, 7, 996
10, 7, 995
10, 6, 996
10, 6, 996
10, 6, 996
10, 6, 996
11, 7, 996
-62, -43, 995
-26, 66, 992
-26, 66, 992
-16, 8, 999
23, 0, 995
23, 0, 995
48, 0, 995
57, 12, 997
57, 12, 997
45, 10, 996
18, 8, 995
18, 8, 995
11, 7, 995
10, 6, 995
10, 6, 995
11, 7, 995
11, 7, 997
11, 7, 997
10, 7, 996
11, 7, 996
11, 7, 996
10, 7, 995
10, 7, 996
10, 7, 996
-15, 6, 979
-76, 6, 1005
-76, 6, 1005
42, 5, 998
2, 1, 994
2, 1, 994
36, 2, 995
45, 20, 994
45, 20, 994
15, 7, 994
-9, 7, 994
-9, 7, 994
21, 7, 994
14, 8, 995
14, 8, 995
17, 8, 994
17, 8, 994
-8, 3, 994
-1, -2, 996
-1, -2, 996
3, 8, 994
7, 7, 996
7, 7, 996
30, 14, 996
24, 12, 994
24, 12, 994
8, 8, 995
18, 10, 996
18, 10, 996
3, 7, 995
-21, 0, 996
-21, 0, 996
19, 13, 995
9, 7, 997
9, 7, 997
26, 11, 995
48, 12, 994
48, 12, 994
10, 8, 996
9, 8, 995
9, 8, 995
10, 7, 995
10, 7, 995
9, 7, 995
-81, -20, 996
-81, -20, 996
-14, 0, 993
59, 22, 994
27, 18, 997
27, 18, 997
59, 19, 995
13, 9, 996
13, 9, 996
10, 8, 995
11, 8, 996
11, 8, 996
9, 8, 995
9, 7, 996
9, 7, 996
9, 8, 996
9, 8, 996
10, 8, 995
10, 8, 996
10, 8, 996
-155, 7, 995
78, 9, 998
78, 9, 998
25, 6, 997
25, 1, 994
25, 1, 994
66, 15, 996
21, 8, 996
21, 8, 996
9, 8, 996
9, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
7, 8, 995
-72, 9, 996
-72, 9, 996
68, 10, 996
35, 3, 997
35, 3, 997
10, 7, 995
9, 8, 996
9, 8, 996
6, 23, 997
6, 23, 997
12, -6, 996
9, 7, 997
9, 7, 997
10, 8, 997
10, 8, 996
10, 8, 996
10, 8, 996
6, 21, 997
6, 21, 997
12, 0, 996
10, 3, 997
10, 3, 997
9, 8, 996
9, 8, 996
11, 8, 996
10, 8, 997
10, 8, 997
9, 7, 997
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
9, 8, 997
10, 8, 996
10, 8, 996
10, 8, 997
77, 16, 1004
77, 16, 1004
21, 0, 989
28, 17, 992
28, 17, 992
1, 15, 998
-33, 4, 997
-33, 4, 997
-23, 0, 995
0, 5, 997
0, 5, 997
10, 7, 997
10, 8, 996
10, 8, 996
10, 8, 996
10, 7, 997
10, 7, 997
11, 8, 996
32, 12, 1003
32, 12, 1003
53, 22, 990
-9, -2, 997
-9, -2, 997
-3, 7, 996
-23, 0, 998
-23, 0, 998
9, 8, 996
10, 8, 997
10, 8, 997
10, 8, 996
10, 8, 997
10, 8, 997
11, 7, 997
10, 7, 997
10, 7, 997
10, 8, 996
10, 8, 996
10, 8, 996
33, 12, 996
0, 8, 997
0, 8, 997
-2, 3, 996
-2, 3, 996
10, 7, 997
10, 8, 997
10, 8, 997
10, 8, 996
10, 8, 997
10, 8, 997
10, 8, 997
14, 8, 1000
14, 8, 1000
26, 18, 993
20, 15, 996
20, 15, 996
9, 6, 998
-14, -6, 996
-14, -6, 996
7, 6, 997
11, 8, 996
11, 8, 996
11, 8, 997
10, 7, 996
10, 7, 996
10, 8, 997
10, 7, 997
10, 7, 997
15, 13, 997
27, 14, 997
27, 14, 997
15, 11, 997
-5, 0, 996
-5, 0, 996
0, 1, 997
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 996
10, 8, 997
10, 8, 997
13, 14, 996
19, 10, 997
16, 10, 997
16, 10, 997
5, 2, 996
0, 2, 997
0, 2, 997
10, 7, 997
10, 7, 997
10, 7, 996
10, 8, 996
10, 8, 996
10, 8, 997
10, 8, 996
10, 8, 996
11, 9, 997
11, 9, 997
-,-,-
10, 9, 997
11, 6, 997
11, 6, 997
10, 14, 996
11, 6, 997
11, 6, 997
8, 13, 997
8, 13, 997
10, 9, 997
11, 7, 997
11, 7, 997
11, 8, 998
10, 8, 996
10, 8, 996
11, 7, 997
10, 7, 998
10, 7, 998
10, 8, 996
10, 8, 996
10, 8, 996
10, 7, 997
10, 7, 997
10, 8, 996
11, 8, 997
11, 8, 997
11, 8, 998
11, 8, 997
11, 8, 997
11, 8, 995
10, 8, 997
10, 8, 997
10, 7, 997
11, 8, 996
11, 8, 996
10, 8, 996
11, 8, 997
11, 8, 997
10, 8, 997
10, 8, 997
11, 7, 996
10, 7, 996
10, 7, 996
10, 7, 996
-29, -18, 998
-29, -18, 998
11, 7, 996
12, 31, 994
2, 3, 997
2, 3, 997
27, 6, 998
27, 6, 998
35, 17, 997
16, 10, 995
11, 10, 997
11, 7, 997
11, 7, 996
11, 7, 996
10, 7, 997
10, 7, 997
10, 7, 997
11, 8, 996
12, 13, 996
12, 13, 996
4, 16, 999
41, 14, 998
41, 14, 998
-18, -11, 995
49, 38, 997
-29, -21, 996
-29, -21, 996
37, 29, 996
-17, -13, 997
11, 9, 997
11, 9, 997
7, 41, 997
11, 1, 999
11, 1, 999
5, 1, 996
2, 2, 985
2, 2, 985
-25, 11, 1006
-14, 0, 998
-14, 0, 998
-23, -3, 997
-18, -1, 996
-18, -1, 996
22, 2, 996
-40, -1, 998
-73, 0, 994
-73, 0, 994
-59, -11, 997
57, 10, 1005
2, -2, 993
2, -2, 993
-42, -7, 995
39, 11, 999
39, 11, 999
66, 10, 997
75, 21, 996
75, 21, 996
27, 9, 1000
-9, 26, 996
36, 13, 997
36, 13, 997
21, 3, 997
45, 6, 997
45, 6, 997
37, 4, 1000
31, 4, 996
31, 4, 996
-18, -8, 998
-31, 1, 996
-31, 1, 996
-18, 17, 996
-32, 20, 993
-34, 3, 996
-34, 3, 996
-2, 30, 1002
-158, 32, 1001
-39, 2, 993
-39, 2, 993
-50, -9, 997
-178, 92, 997
-178, 92, 997
-253, 149, 988
-23, -20, 1011
-77, 39, 1005
12, 76, 963
51, 31, 1019
51, 31, 1019
61, 32, 995
59, 25, 993
59, 25, 993
22, 38, 999
-16, 42, 1004
-30, 45, 997
-30, 45, 997
-47, 53, 1005
-86, 39, 985
-101, -14, 998
-26, -35, 996
-26, -35, 996
72, -3, 1006
91, 11, 970
85, 13, 974
85, 13, 974
70, 6, 967
86, 21, 1016
86, 21, 1016
98, 53, 997
86, 60, 988
63, 51, 983
63, 51, 983
26, 9, 1003
13, -17, 998
13, -17, 998
46, -3, 999
21, -2, 989
13, -21, 998
13, -21, 998
-4, -17, 996
-46, -29, 985
-47, -29, 993
-47, -29, 993
-13, -34, 996
34, -22, 1008
21, -3, 994
21, -16, 988
21, -16, 988
40, 7, 1003
58, 8, 995
58, 8, 995
92, 29, 994
91, 33, 996
91, 33, 996
100, 37, 989
106, 10, 1009
102, 0, 991
102, 0, 991
99, -15, 995
83, -24, 999
51, -23, 996
51, -23, 996
35, -20, 996
1, -36, 996
5, 2, 996
5, 2, 996
7, 7, 997
7, 7, 997
0, 6, 997
52, 42, 997
52, 42, 997
39, 23, 997
60, 34, 995
60, 34, 995
36, -7, 998
74, 39, 995
74, 39, 995
53, 20, 998
40, -3, 997
66, -11, 995
66, -11, 995
130, -7, 993
223, -1, 1009
272, 36, 993
272, 36, 993
221, 37, 990
163, 12, 1008
74, -12, 1008
74, -12, 1008
20, -7, 957
-1, 12, 1011
11, 41, 1001
11, 41, 1001
19, 29, 986
18, -14, 1006
7, -20, 989
7, -20, 989
-48, -44, 1012
-60, -57, 985
-,-,-
36, -8, 983
36, -8, 983
13, 46, 1007
-138, 16, 994
-138, 16, 994
-51, -12, 993
6, 7, 998
7, 6, 995
7, 6, 995
0, -1, 1002
22, -30, 991
22, -30, 991
8, 11, 995
2, 31, 993
2, 31, 993
-1, 35, 999
7, 9, 995
7, 9, 995
6, 9, 992
6, 9, 992
6, 10, 996
7, 5, 992
7, 5, 992
6, 6, 992
6, 6, 992
0, 5, 1001
-44, -46, 1006
-76, -42, 1046
-76, -42, 1046
-34, -5, 1030
-3, -11, 1009
45, 1, 977
98, 59, 1043
98, 59, 1043
79, -10, 1007
128, -4, 1091
157, -10, 1238
74, -11, 1393
74, -11, 1393
29, -28, 1339
-42, -74, 1287
-126, -105, 1269
-159, -140, 1174
-160, -153, 1152
-166, -159, 1101
-137, -161, 1017
-110, -141, 1049
-60, -166, 1032
-66, -162, 935
-66, -162, 935
-66, -142, 908
-86, -127, 805
-66, -80, 702
-48, -58, 688
-68, -64, 620
-68, -64, 620
-38, -42, 498
-5, -27, 418
10, -19, 381
20, -22, 389
20, -22, 389
-4, -64, 471
-45, -125, 553
-79, -163, 594
-79, -163, 594
-94, -189, 665
-124, -226, 791
-114, -278, 875
-56, -312, 919
32, -312, 1001
52, -371, 1147
60, -455, 1282
60, -455, 1282
-,-,-
277, -285, 1133
254, -344, 1651
251, -242, 1059
220, -251, 964
220, -251, 964
164, -266, 855
179, -287, 803
188, -312, 785
172, -323, 768
123, -320, 851
137, -330, 958
137, -330, 958
97, -314, 945
116, -285, 941
118, -352, 1074
45, -389, 1139
64, -467, 1136
42, -71, 850
42, -71, 850
195, -100, 669
87, -255, 831
90, -231, 983
209, -217, 1199
84, -378, 1304
84, -378, 1304
79, -300, 1151
113, -242, 1019
228, -326, 1133
237, -319, 1166
162, -292, 1149
145, -324, 1171
157, -323, 1186
143, -296, 1185
127, -293, 1162
127, -293, 1162
87, -259, 1112
70, -249, 1070
65, -271, 1059
82, -250, 1050
43, -235, 1001
-13, -194, 967
-36, -194, 956
-36, -199, 956
-34, -206, 950
-27, -227, 960
-5, -220, 956
-11, -183, 940
-37, -161, 931
-37, -161, 931
-48, -172, 928
-64, -166, 929
-48, -144, 929
-50, -126, 935
-53, -112, 939
-59, -87, 926
-59, -87, 926
-76, -46, 911
-126, -14, 886
-166, 0, 872
-163, -33, 939
-171, -102, 1003
-171, -102, 1003
-228, -115, 984
-294, -62, 887
-314, -14, 823
-246, -37, 815
-197, -55, 805
-172, -44, 774
-157, -73, 781
-152, -101, 771
-152, -101, 771
-147, -112, 768
-138, -99, 739
-136, -80, 698
-133, -84, 682
-161, -73, 644
-158, -57, 615
-157, -55, 624
-157, -55, 624
-142, -53, 635
-156, -70, 657
-145, -81, 662
-130, -106, 654
-116, -137, 677
-82, -147, 703
-44, -212, 752
-44, -212, 752
-53, -284, 817
-47, -300, 845
-47, -250, 854
-59, -244, 920
-104, -276, 1001
-131, -272, 1040
-119, -252, 1047
-89, -224, 1047
-68, -219, 1070
-68, -219, 1070
-65, -237, 1081
-51, -231, 1072
30, -212, 1073
51, -224, 1101
58, -257, 1152
43, -260, 1159
40, -207, 1162
38, -174, 1153
38, -174, 1153
85, -198, 1169
144, -241, 1216
192, -232, 1164
174, -213, 1094
162, -283, 1109
163, -328, 1128
182, -332, 1149
152, -347, 1183
152, -347, 1183
113, -367, 1243
74, -373, 1294
58, -395, 1365
36, -386, 1420
25, -376, 1460
2, -380, 1462
7, -360, 1420
7, -360, 1420
24, -329, 1346
47, -297, 1260
84, -283, 1180
58, -269, 1100
82, -243, 1023
82, -243, 1023
47, -209, 961
-19, -160, 904
-64, -149, 867
-71, -159, 864
-50, -176, 845
-11, -187, 805
-11, -187, 805
18, -186, 780
17, -183, 776
-13, -180, 775
-63, -152, 746
-112, -112, 725
-138, -81, 741
-138, -81, 741
-180, -77, 756
-232, -66, 740
-278, -56, 720
-314, -51, 708
-325, -64, 728
-333, -88, 759
-333, -88, 759
-357, -106, 785
-360, -113, 792
-352, -114, 792
-329, -122, 807
-336, -152, 842
-359, -167, 851
-391, -158, 846
-370, -166, 872
-357, -176, 890
-351, -168, 881
-351, -168, 881
-341, -151, 870
-332, -150, 875
-331, -149, 890
-339, -152, 896
-346, -140, 901
-352, -126, 903
-350, -135, 915
-345, -157, 930
-322, -163, 928
-297, -161, 909
-297, -161, 909
-311, -145, 897
-327, -162, 914
-323, -175, 908
-310, -167, 874
-303, -144, 845
-318, -155, 856
-325, -175, 872
-305, -191, 885
-310, -193, 866
-299, -175, 830
-250, -112, 768
-250, -112, 768
-198, -28, 685
-179, 7, 657
-176, -2, 659
-180, -19, 658
-161, 0, 645
-161, 0, 645
-121, -2, 672
-139, -80, 763
-174, -159, 833
-181, -168, 875
-182, -126, 891
-171, -164, 949
-171, -164, 949
-143, -189, 1015
-81, -188, 1073
-70, -167, 1063
-29, -105, 1004
9, -72, 981
39, -66, 999
71, -26, 980
71, -26, 980
34, -7, 956
-25, -17, 995
-,-,-
265, -209, 779
265, -209, 779
357, -361, 1511
97, -194, 1485
-64, -187, 1465
83, -164, 1255
117, -98, 928
102, -87, 835
102, -87, 959
110, -124, 959
121, -144, 984
103, -140, 932
108, -157, 966
94, -155, 1017
90, -138, 1013
90, -138, 1013
104, -130, 980
120, -114, 969
